node_a,node_b,weight,type,name
Circulation_005,Parking_92,8.527134,room_adjacency,Door_085
Circulation_005,Parking_93,11.001704,room_adjacency,Door_084
Circulation_005,Parking_87,8.527135,room_adjacency,Door_090
Circulation_005,Parking_90,4.938274,room_adjacency,Door_087
Circulation_005,Parking_86,11.001704,room_adjacency,Door_091
Circulation_005,Parking_89,4.938275,room_adjacency,Door_088
Circulation_006,Parking_62,5.317023,room_adjacency,Door_104
Circulation_006,Parking_80,6.661763,room_adjacency,Door_098
Circulation_006,Parking_81,5.317009,room_adjacency,Door_097
Circulation_006,Parking_66,11.645681,room_adjacency,Door_092
Circulation_006,Parking_64,6.661772,room_adjacency,Door_102
Circulation_006,Parking_84,8.751917,room_adjacency,Door_094
Circulation_006,Parking_59,11.176836,room_adjacency,Door_107
Circulation_006,Parking_78,11.176829,room_adjacency,Door_100
Circulation_006,Parking_61,6.661774,room_adjacency,Door_105
Circulation_006,Parking_82,5.317009,room_adjacency,Door_096
Circulation_006,Parking_63,5.317022,room_adjacency,Door_103
Circulation_006,Parking_79,8.751918,room_adjacency,Door_099
Circulation_006,Parking_85,11.176829,room_adjacency,Door_093
Circulation_007,Parking_77,9.858996,room_adjacency,Door_108
Circulation_007,Parking_72,7.320176,room_adjacency,Door_114
Circulation_007,Parking_75,5.509605,room_adjacency,Door_110
Circulation_007,Parking_76,7.464819,room_adjacency,Door_109
Circulation_007,Parking_74,5.108512,room_adjacency,Door_111
Parking_91,Parking_97,5.203003,room_adjacency,Door_080
Parking_92,Parking_98,5.203003,room_adjacency,Door_079
011_BAthroom_community_hall_02,011_community_hall,4.564499,room_adjacency,Door_027
011_BAthroom_community_hall_01,011_community_hall,6.634724,room_adjacency,Door_028
Parking_89,Parking_95,5.203003,room_adjacency,Door_082
